Event,Team,Driver,PitStopCount,AvgPitDuration,TotalPitDuration,MostFrequentCompound,AvgTyreLife,AvgLapTime,AvgPrevLapTime,AvgNextLapTime,PitStopLapTimeRatio
Spain,Red Bull Racing,VER,2,22.625500000000002,45.251000000000005,MEDIUM,31.5,88.243,83.1375,101.44149999999999,0.2563999410718131
Spain,Aston Martin,VET,2,22.292,44.584,MEDIUM,19.0,88.04400000000001,84.957,103.3445,0.2531915860251692
Canada,Alpine,ALO,1,21.427,21.427,HARD,37.0,117.817,90.285,116.24,0.18186679341690928
Canada,Mercedes,BOT,1,21.726,21.726,MEDIUM,35.0,90.944,89.204,110.242,0.23889426460239266
Canada,AlphaTauri,GAS,2,22.0295,44.059,HARD,28.5,112.5195,102.981,118.5495,0.1957838419118464
Canada,Alfa Romeo Racing,GIO,1,22.26,22.26,MEDIUM,17.0,92.432,90.682,111.395,0.2408256880733945
Canada,Mercedes,HAM,1,21.616,21.616,MEDIUM,17.0,90.253,88.258,108.755,0.23950450400540702
Canada,Williams,LAT,1,21.264,21.264,MEDIUM,28.0,94.166,92.497,109.78,0.22581398806363231
Canada,Ferrari,LEC,2,21.7775,43.555,HARD,19.0,95.21950000000001,91.05,119.75299999999999,0.22870840531613795
Canada,Haas F1 Team,MSC,2,22.0855,44.171,HARD,26.0,104.99000000000001,91.1845,121.03299999999999,0.21035812934565196
Canada,McLaren,NOR,2,21.777,43.554,HARD,25.5,91.1235,89.0295,109.095,0.23898335775074486
Canada,Alpine,OCO,1,21.685,21.685,SOFT,18.0,93.316,91.166,109.514,0.23238244245359851
Canada,Red Bull Racing,PER,3,21.407666666666668,64.223,HARD,15.25,113.517,98.80125,118.455,0.18858555693567192
Canada,Alfa Romeo Racing,RAI,1,22.42,22.42,HARD,12.5,118.434,91.2085,110.722,0.1893037472347468
Canada,McLaren,RIC,2,21.849,43.698,HARD,27.5,98.3835,89.785,123.239,0.22207992193812987
Canada,Williams,RUS,0,,0.0,MEDIUM,26.0,,92.794,,
Canada,Ferrari,SAI,1,22.2,22.2,SOFT,22.0,92.384,90.907,110.428,0.24030135088326982
Canada,Aston Martin,STR,2,22.313499999999998,44.626999999999995,HARD,26.0,98.872,89.69800000000001,121.6,0.22568067804838576
Canada,AlphaTauri,TSU,2,22.1555,44.311,HARD,28.5,103.511,90.987,112.8095,0.21404005371409804
Canada,Red Bull Racing,VER,3,21.500666666666664,64.502,HARD,18.666666666666668,99.06166666666667,88.20066666666666,123.743,0.21704325588438175
Canada,Aston Martin,VET,1,21.237,21.237,MEDIUM,23.0,92.019,90.092,110.219,0.2307892935154696
Austria,Alpine,ALO,1,22.68,22.68,MEDIUM,32.0,74.052,70.734,87.323,0.30627126883811373
Austria,Mercedes,BOT,1,21.063,21.063,MEDIUM,33.0,73.539,69.692,86.602,0.28641945090360216
Austria,AlphaTauri,GAS,2,21.695,43.39,HARD,24.0,73.977,70.563,86.72300000000001,0.29326682617570327
Austria,Alfa Romeo Racing,GIO,2,22.5245,45.049,HARD,14.5,91.0115,70.897,106.84649999999999,0.24749070172450735
Austria,Mercedes,HAM,2,20.820999999999998,41.641999999999996,HARD,28.0,73.737,70.293,85.83250000000001,0.28236841748375985
Austria,Williams,LAT,1,20.83,20.83,MEDIUM,33.0,75.269,70.614,86.673,0.2767407564867342
Austria,Ferrari,LEC,1,21.135,21.135,MEDIUM,37.0,73.495,70.201,85.617,0.2875705830328594
Austria,Haas F1 Team,MAZ,2,22.6265,45.253,HARD,22.5,74.913,71.2295,90.60900000000001,0.3020370296210271
Austria,Haas F1 Team,MSC,1,21.814,21.814,MEDIUM,34.0,74.136,70.93,90.097,0.2942430128412647
Austria,McLaren,NOR,1,26.447,26.447,MEDIUM,33.0,73.463,69.957,91.546,0.3600043559342799
Austria,Red Bull Racing,PER,1,21.712,21.712,MEDIUM,35.0,73.971,70.023,85.499,0.2935204336834705
Austria,Alfa Romeo Racing,RAI,1,21.856,21.856,HARD,37.0,73.641,70.344,87.558,0.29679118969052565
Austria,McLaren,RIC,1,21.14,21.14,MEDIUM,29.0,73.401,70.021,85.889,0.2880069753818068
Austria,Williams,RUS,1,21.669,21.669,MEDIUM,33.0,73.41,70.566,86.784,0.2951777686963629
Austria,Ferrari,SAI,1,21.407,21.407,HARD,48.0,73.405,69.835,86.212,0.29162863565152236
Austria,Aston Martin,STR,2,21.177500000000002,42.355000000000004,HARD,24.5,74.486,70.6695,87.382,0.284315173321161
Austria,AlphaTauri,TSU,2,23.866500000000002,47.733000000000004,HARD,27.0,73.45249999999999,70.5195,90.0655,0.32492427078724356
Austria,Red Bull Racing,VER,2,21.228,42.456,HARD,31.5,72.428,68.868,85.2705,0.29309106975202964
Austria,Aston Martin,VET,2,20.637,41.274,HARD,24.333333333333332,74.0375,70.165,85.58500000000001,0.27873712645618776
Britain,Alpine,ALO,2,1044.0795,2088.159,MEDIUM,12.5,93.49,113.73049999999999,113.53,11.167820087709917
Britain,Mercedes,BOT,2,1038.4720000000002,2076.9440000000004,MEDIUM,11.5,91.869,109.3305,112.484,11.30383480825959
Britain,AlphaTauri,GAS,3,708.0006666666667,2124.002,MEDIUM,16.0,92.8315,108.13033333333333,111.71000000000001,7.626728714570665
Britain,Alfa Romeo Racing,GIO,2,1049.315,2098.63,MEDIUM,11.5,93.119,117.0315,113.252,11.268538107153214
Britain,Mercedes,HAM,2,1044.32,2088.64,MEDIUM,14.0,92.852,108.7265,123.392,11.247145995778226
Britain,Williams,LAT,2,1052.51,2105.02,MEDIUM,9.5,93.034,120.3595,112.614,11.313175828191843
Britain,Ferrari,LEC,2,1038.1454999999999,2076.2909999999997,MEDIUM,14.5,91.847,107.32900000000001,111.72,11.302987577166373
Britain,Haas F1 Team,MAZ,2,1053.1205,2106.241,MEDIUM,15.5,93.671,121.8605,115.157,11.242759231779312
Britain,Haas F1 Team,MSC,2,1052.544,2105.088,MEDIUM,14.0,93.93,120.4785,117.006,11.205621207282018
Britain,McLaren,NOR,2,1042.143,2084.286,MEDIUM,11.5,91.418,110.4955,115.033,11.399757159421558
Britain,Alpine,OCO,2,1047.998,2095.996,MEDIUM,9.5,93.472,115.382,113.457,11.21189233139336
Britain,Red Bull Racing,PER,4,540.3205,2161.282,HARD,12.5,91.76799999999999,106.9945,113.61233333333332,5.887896652427862
Britain,Alfa Romeo Racing,RAI,2,1045.57,2091.14,MEDIUM,9.0,93.762,115.2075,112.938,11.151319297796547
Britain,McLaren,RIC,2,1040.1025,2080.205,MEDIUM,11.0,92.164,111.393,113.326,11.285344603098823
Britain,Williams,RUS,2,1050.117,2100.234,MEDIUM,9.0,92.972,118.405,111.666,11.294981284687863
Britain,Ferrari,SAI,2,1048.3255,2096.651,MEDIUM,14.0,91.816,112.9445,120.799,11.417677746797942
Britain,Aston Martin,STR,2,1048.1695,2096.339,MEDIUM,14.0,92.955,115.7705,112.567,11.276095960410952
Britain,AlphaTauri,TSU,2,1052.4209999999998,2104.8419999999996,MEDIUM,16.0,92.682,118.89949999999999,113.783,11.355182236032885
Britain,Aston Martin,VET,2,1041.853,2083.706,MEDIUM,16.666666666666668,97.586,106.16633333333334,113.237,10.6762547906462
Hungary,Alpine,ALO,3,447.87066666666664,1343.6119999999999,INTERMEDIATE,13.0,85.494,105.4985,110.11699999999999,5.2386210338347325
Hungary,AlphaTauri,GAS,4,344.644,1378.576,INTERMEDIATE,17.0,85.4135,100.298,108.48466666666667,4.035006175838714
Hungary,Alfa Romeo Racing,GIO,5,-69.42460000000001,-347.12300000000005,MEDIUM,8.6,112.40499999999999,111.08633333333334,110.76333333333334,-0.6176291090253994
Hungary,Mercedes,HAM,4,378.4125,1513.65,INTERMEDIATE,12.5,93.53699999999999,94.53966666666668,99.87866666666666,4.045591584079028
Hungary,Williams,LAT,3,449.2626666666667,1347.788,INTERMEDIATE,7.666666666666667,86.212,105.58850000000001,113.63300000000001,5.211138433938045
Hungary,Haas F1 Team,MAZ,3,-84.427,-253.281,INTERMEDIATE,1.0,137.794,137.794,,-0.6127044718928255
Hungary,Haas F1 Team,MSC,3,451.2676666666666,1353.8029999999999,INTERMEDIATE,11.333333333333334,90.363,109.9975,112.0025,4.993942948625728
Hungary,McLaren,NOR,2,-53.597,-107.194,INTERMEDIATE,1.0,142.425,142.425,,-0.3763173600140425
Hungary,Alpine,OCO,3,443.57166666666666,1330.715,INTERMEDIATE,12.333333333333334,85.071,101.225,111.9565,5.214134859901337
Hungary,Alfa Romeo Racing,RAI,4,347.76425,1391.057,INTERMEDIATE,13.25,86.81,99.72633333333333,113.10933333333332,4.006039050800599
Hungary,McLaren,RIC,3,453.53399999999993,1360.6019999999999,INTERMEDIATE,6.666666666666667,87.13,113.6375,110.7525,5.205256513256054
Hungary,Williams,RUS,3,450.98066666666665,1352.942,INTERMEDIATE,7.0,86.392,107.25450000000001,111.593,5.220166990770751
Hungary,Ferrari,SAI,3,446.2436666666667,1338.731,INTERMEDIATE,10.666666666666666,84.716,102.832,114.179,5.267525221524466
