Event,Team,Driver,PitStopCount,AvgPitDuration,TotalPitDuration,MostFrequentCompound,AvgTyreLife,AvgLapTime,AvgPrevLapTime,AvgNextLapTime,PitStopLapTimeRatio
Bahrain,Aston Martin,STR,3,25.93166666666667,77.795,SOFT,15.0,114.05833333333332,100.20866666666666,130.47633333333332,0.22735442390589614
Bahrain,AlphaTauri,TSU,3,24.879666666666665,74.639,SOFT,14.666666666666666,102.51033333333334,100.07800000000002,129.73266666666666,0.24270398756548117
Bahrain,Red Bull Racing,VER,3,24.737,74.211,SOFT,15.0,106.867,98.17500000000001,117.29666666666667,0.23147463669795162
Bahrain,Alfa Romeo,ZHO,3,26.483,79.449,MEDIUM,15.0,109.18733333333334,99.71833333333332,120.8765,0.2425464492218267
Saudi Arabia,Williams,ALB,1,20.668,20.668,MEDIUM,13.0,101.186,98.253,115.413,0.20425750597908798
Saudi Arabia,Alpine,ALO,1,21.525,21.525,MEDIUM,16.0,118.83,96.792,,0.1811411259782883
Saudi Arabia,Alfa Romeo,BOT,3,-22.563333333333333,-67.69,MEDIUM,12.0,118.17899999999999,96.24733333333334,135.831,-0.19092506564900139
Saudi Arabia,AlphaTauri,GAS,1,22.812,22.812,MEDIUM,15.0,99.58,98.153,143.731,0.22908214500903798
Saudi Arabia,Mercedes,HAM,1,21.798,21.798,HARD,41.0,123.425,126.598,113.062,0.17660927688879885
Saudi Arabia,Aston Martin,HUL,1,21.441,21.441,HARD,38.0,100.236,95.096,144.318,0.21390518376631149
Saudi Arabia,Ferrari,LEC,1,21.024,21.024,MEDIUM,16.0,103.84,95.237,,0.2024653312788906
Saudi Arabia,Haas F1 Team,MAG,1,22.382,22.382,HARD,39.0,99.989,94.194,143.719,0.22384462290851995
Saudi Arabia,McLaren,NOR,1,20.383,20.383,MEDIUM,16.0,121.65,97.115,148.586,0.16755445951500203
Saudi Arabia,Alpine,OCO,1,21.129,21.129,MEDIUM,16.0,126.558,97.257,145.977,0.16695112122505096
Saudi Arabia,Red Bull Racing,PER,1,20.478,20.478,MEDIUM,15.0,98.591,95.316,128.106,0.20770658579383516
Saudi Arabia,McLaren,RIC,1,20.637,20.637,HARD,18.0,100.276,95.8785,114.148,0.20580198651721252
Saudi Arabia,Mercedes,RUS,1,21.42,21.42,MEDIUM,16.0,111.651,95.453,,0.19184781148399926
Saudi Arabia,Ferrari,SAI,1,21.548,21.548,MEDIUM,16.0,106.94,95.421,,0.20149616607443424
Saudi Arabia,Aston Martin,STR,1,22.343,22.343,MEDIUM,14.0,101.859,98.365,116.297,0.21935224182448287
Saudi Arabia,Red Bull Racing,VER,1,20.731,20.731,MEDIUM,16.0,104.577,95.37,,0.19823670596785145
Saudi Arabia,Alfa Romeo,ZHO,2,24.378999999999998,48.757999999999996,HARD,13.5,110.4825,96.4845,108.451,0.2206593804448668
Australia,Williams,ALB,1,19.889,19.889,HARD,57.0,98.438,82.658,87.465,0.20204595786180132
Australia,Alpine,ALO,2,18.6225,37.245,HARD,26.5,111.63499999999999,85.625,91.923,0.16681596273570118
Australia,Alfa Romeo,BOT,1,18.413,18.413,MEDIUM,22.0,99.24,86.117,112.104,0.18554010479645305
Australia,AlphaTauri,GAS,1,18.909,18.909,MEDIUM,21.0,100.851,85.79,90.21,0.18749442246482434
Australia,Mercedes,HAM,1,17.93,17.93,MEDIUM,22.0,98.399,84.159,101.596,0.1822172989562902
Australia,Williams,LAT,2,18.2465,36.493,HARD,12.0,112.01400000000001,86.3,104.7585,0.16289481671933864
Australia,Ferrari,LEC,1,17.963,17.963,MEDIUM,22.0,98.34,84.03,94.148,0.18266219239373602
Australia,Haas F1 Team,MAG,1,19.082,19.082,HARD,39.0,123.232,84.174,90.49,0.154846143858738
Australia,Haas F1 Team,MSC,1,19.076,19.076,MEDIUM,16.0,101.908,86.67,91.469,0.1871884444793343
Australia,McLaren,NOR,1,17.566,17.566,MEDIUM,20.0,99.107,85.317,90.195,0.17724277800760793
Australia,Alpine,OCO,1,19.115,19.115,MEDIUM,17.0,101.475,86.32,90.536,0.18837152007883715
Australia,Red Bull Racing,PER,1,17.415,17.415,MEDIUM,20.0,99.099,85.454,91.675,0.17573335755153935
Australia,McLaren,RIC,1,18.132,18.132,MEDIUM,21.0,99.94,85.734,90.993,0.18142885731438865
Australia,Mercedes,RUS,1,18.537,18.537,MEDIUM,23.0,101.064,84.665,146.663,0.18341842792685822
Australia,Aston Martin,STR,3,-25.445666666666664,-76.33699999999999,HARD,8.666666666666666,125.09499999999998,101.60133333333333,126.67233333333333,-0.2034107411700441
Australia,AlphaTauri,TSU,1,18.415,18.415,MEDIUM,18.0,100.786,86.298,91.019,0.18271386898974062
Australia,Red Bull Racing,VER,1,18.272,18.272,MEDIUM,18.0,99.466,84.508,89.085,0.1837009631431846
Australia,Alfa Romeo,ZHO,1,18.358,18.358,MEDIUM,21.0,100.432,86.45,92.26,0.1827903457065477
Azerbaijan,Williams,ALB,2,23.541,47.082,HARD,14.5,124.9935,110.953,133.8465,0.1883377935652654
Azerbaijan,Alpine,ALO,1,20.584,20.584,MEDIUM,18.0,116.303,111.776,126.265,0.17698597628608032
Azerbaijan,Alfa Romeo,BOT,1,20.959,20.959,HARD,33.0,,111.521,,
Azerbaijan,AlphaTauri,GAS,1,22.687,22.687,MEDIUM,9.0,127.392,110.23,143.453,0.1780881060035167
Azerbaijan,Mercedes,HAM,2,21.159,42.318,HARD,16.5,132.92149999999998,109.83,142.359,0.15918418013639632
Azerbaijan,Williams,LAT,2,25.750999999999998,51.501999999999995,MEDIUM,10.0,117.62549999999999,113.2525,134.164,0.21892361775295324
Azerbaijan,Ferrari,LEC,1,23.229,23.229,HARD,10.0,119.045,108.475,141.199,0.1951278928136419
Azerbaijan,Haas F1 Team,MAG,1,21.516,21.516,MEDIUM,11.0,133.804,111.017,138.41,0.16080236764222294
Azerbaijan,Haas F1 Team,MSC,2,24.674500000000002,49.349000000000004,HARD,12.5,127.318,112.025,135.4475,0.19380213324117565
Azerbaijan,McLaren,NOR,1,21.428,21.428,MEDIUM,20.0,115.814,111.221,128.943,0.18502080922859068
Azerbaijan,Alpine,OCO,1,22.62,22.62,HARD,33.0,146.494,110.451,,0.1544090542957391
Azerbaijan,Red Bull Racing,PER,2,22.868000000000002,45.736000000000004,HARD,16.5,120.3275,109.9345,127.524,0.19004799401633043
Azerbaijan,McLaren,RIC,1,21.775,21.775,HARD,33.0,141.174,109.756,,0.15424228257327835
Azerbaijan,Mercedes,RUS,2,20.4595,40.919,HARD,16.5,127.358,109.2235,143.054,0.16064558174594448
Azerbaijan,Aston Martin,STR,1,22.031,22.031,HARD,24.0,123.37449999999998,110.238,127.042,0.17857012591743027
Azerbaijan,AlphaTauri,TSU,2,32.289500000000004,64.57900000000001,HARD,19.0,121.475,109.76599999999999,144.969,0.2658118954517391
Azerbaijan,Red Bull Racing,VER,2,21.0805,42.161,HARD,16.5,116.38550000000001,108.32650000000001,124.139,0.1811265149009112
Azerbaijan,Aston Martin,VET,1,20.217,20.217,MEDIUM,10.0,129.423,110.703,140.863,0.15620871097100206
Azerbaijan,Alfa Romeo,ZHO,1,22.96,22.96,HARD,11.5,134.9035,111.06700000000001,140.39,0.17019573250508696
Miami,Williams,ALB,1,20.052,20.052,MEDIUM,16.0,100.786,95.72,111.738,0.19895620423471513
Miami,Alpine,ALO,1,21.596,21.596,MEDIUM,15.0,101.221,95.408,113.03,0.2133549362286482
Miami,Alfa Romeo,BOT,1,19.607,19.607,MEDIUM,26.0,99.185,94.456,110.508,0.19768110097292937
Miami,AlphaTauri,GAS,2,19.247500000000002,38.495000000000005,HARD,16.0,112.21933333333334,102.801,110.83,0.1715167915213659
Miami,Mercedes,HAM,1,18.783,18.783,MEDIUM,22.0,99.933,95.388,109.237,0.1879559304734172
Miami,Williams,LAT,1,19.175,19.175,HARD,34.0,100.889,95.418,114.001,0.19006036336964388
Miami,Ferrari,LEC,1,19.718,19.718,MEDIUM,24.0,98.829,93.141,111.128,0.19951633629805018
Miami,Haas F1 Team,MAG,2,20.192500000000003,40.385000000000005,MEDIUM,19.0,111.186,105.61766666666666,119.593,0.18161009479610743
Miami,Haas F1 Team,MSC,2,26.3975,52.795,HARD,27.0,106.163,95.2245,116.5645,0.2486506598344056
Miami,McLaren,NOR,1,19.928,19.928,MEDIUM,18.0,99.685,95.616,115.077,0.19990971560415308
Miami,Alpine,OCO,1,19.028,19.028,HARD,41.0,122.285,106.5,131.736,0.1556037126385084
Miami,Red Bull Racing,PER,2,18.5135,37.027,HARD,20.5,113.00200000000001,94.9015,119.832,0.1638333834799384
Miami,McLaren,RIC,2,19.416,38.832,HARD,20.5,112.72399999999999,102.663,121.7585,0.17224371030126684
Miami,Mercedes,RUS,1,19.016,19.016,HARD,40.0,103.317,93.413,132.581,0.18405489900016453
Miami,Ferrari,SAI,1,22.044,22.044,MEDIUM,27.0,99.604,95.457,112.158,0.22131641299546204
Miami,Aston Martin,STR,1,19.088,19.088,HARD,42.0,109.446,94.623,131.776,0.1744056429654807
Miami,AlphaTauri,TSU,2,19.1685,38.337,HARD,20.5,101.385,104.8235,111.044,0.18906642994525819
Miami,Red Bull Racing,VER,1,18.819,18.819,MEDIUM,26.0,98.505,93.286,108.047,0.19104613978985838
Miami,Aston Martin,VET,1,19.861,19.861,HARD,29.0,122.755,102.8665,132.994,0.1617938169524663
Miami,Alfa Romeo,ZHO,0,,0.0,MEDIUM,6.0,121.705,95.883,,
Emilia Romagna,Williams,ALB,1,30.763,30.763,INTERMEDIATE,17.0,98.914,95.35,116.43,0.3110075419050893
Emilia Romagna,Alpine,ALO,0,,0.0,INTERMEDIATE,6.0,100.245,99.685,,
Emilia Romagna,Alfa Romeo,BOT,1,40.927,40.927,INTERMEDIATE,18.0,97.376,93.373,125.391,0.4202986362142622
Emilia Romagna,AlphaTauri,GAS,1,30.378,30.378,INTERMEDIATE,17.0,98.941,95.173,116.443,0.30703146319523755
Emilia Romagna,Mercedes,HAM,1,32.725,32.725,INTERMEDIATE,18.0,99.546,95.244,121.411,0.3287424909087256
Emilia Romagna,Williams,LAT,1,31.116,31.116,INTERMEDIATE,18.0,98.506,94.478,121.47,0.3158792357825919
Emilia Romagna,Ferrari,LEC,3,32.791333333333334,98.374,INTERMEDIATE,17.666666666666668,91.572,83.88166666666667,111.41233333333332,0.35809344923484615
Emilia Romagna,Haas F1 Team,MAG,1,33.754,33.754,INTERMEDIATE,18.0,98.853,93.467,122.522,0.3414565061252567
Emilia Romagna,Haas F1 Team,MSC,2,31.172,62.344,INTERMEDIATE,27.0,92.5835,88.031,112.7995,0.33669066302310885
Emilia Romagna,McLaren,NOR,1,30.056,30.056,INTERMEDIATE,19.0,94.952,91.423,115.724,0.31653888280394304
Emilia Romagna,Alpine,OCO,1,31.415,31.415,INTERMEDIATE,18.0,99.831,95.042,117.412,0.31468181226272396
Emilia Romagna,Red Bull Racing,PER,2,30.041,60.082,INTERMEDIATE,25.0,91.486,86.89750000000001,110.955,0.32836718186389174
Emilia Romagna,McLaren,RIC,3,30.972666666666665,92.91799999999999,INTERMEDIATE,10.666666666666666,94.167,106.14566666666667,120.80933333333333,0.32891211004562815
Emilia Romagna,Mercedes,RUS,1,31.047,31.047,INTERMEDIATE,18.0,97.214,93.62,116.44,0.3193675808011192
Emilia Romagna,Aston Martin,STR,1,32.691,32.691,INTERMEDIATE,18.0,99.188,95.442,118.284,0.32958624027100053
Emilia Romagna,AlphaTauri,TSU,1,30.358,30.358,INTERMEDIATE,18.0,99.363,95.107,118.171,0.30552620190614216
Emilia Romagna,Red Bull Racing,VER,2,30.0205,60.041,INTERMEDIATE,25.5,90.42099999999999,86.2295,109.53999999999999,0.33200805122703797
Emilia Romagna,Aston Martin,VET,1,30.486,30.486,INTERMEDIATE,17.0,99.443,95.678,116.94,0.30656758142855706
Emilia Romagna,Alfa Romeo,ZHO,1,32.195,32.195,INTERMEDIATE,18.0,98.724,94.712,122.603,0.3261111786394392
Monaco,Williams,ALB,3,414.5496666666666,1243.649,HARD,18.5,122.0505,90.79875,100.28066666666666,3.3965421417091006
Monaco,Alpine,ALO,2,603.303,1206.606,HARD,25.5,109.636,100.511,117.156,5.502781932941734
Monaco,Alfa Romeo,BOT,2,606.161,1212.322,HARD,25.0,109.539,94.3135,115.6155,5.533745971754351
Monaco,AlphaTauri,GAS,3,411.0,1233.0,HARD,16.666666666666668,113.986,124.24099999999999,109.89066666666668,3.605705963890302
Monaco,Mercedes,HAM,3,411.7643333333333,1235.293,INTERMEDIATE,15.0,107.72200000000001,97.09066666666666,106.67399999999999,3.8224720422321647
Monaco,Williams,LAT,4,248.92399999999998,995.6959999999999,MEDIUM,11.5,156.35,144.38733333333332,109.413,1.5920946594179723
Monaco,Ferrari,LEC,3,410.19,1230.57,INTERMEDIATE,16.0,108.70400000000001,99.13066666666667,91.369,3.7734581984103617
Monaco,Haas F1 Team,MAG,0,,0.0,WET,20.0,,97.629,,
Monaco,Haas F1 Team,MSC,2,32.1305,64.261,HARD,8.5,124.7585,102.60050000000001,100.6815,0.25754157031384634
Monaco,McLaren,NOR,4,314.21124999999995,1256.8449999999998,HARD,19.0,103.14766666666667,94.793,101.65625,3.0462274150651325
Monaco,Alpine,OCO,2,605.682,1211.364,HARD,25.5,107.323,91.561,116.4335,5.643543322493781
Monaco,Red Bull Racing,PER,3,406.965,1220.895,INTERMEDIATE,15.333333333333334,105.7735,100.40833333333335,93.14500000000001,3.847513791261516
Monaco,McLaren,RIC,2,597.3924999999999,1194.7849999999999,HARD,24.5,113.645,96.4735,115.95400000000001,5.256654494258436
Monaco,Mercedes,RUS,2,601.412,1202.824,HARD,25.5,108.014,105.03049999999999,119.429,5.567907863795434
Monaco,Ferrari,SAI,2,599.7005,1199.401,HARD,25.5,107.551,105.5765,94.073,5.575963961283485
Monaco,Aston Martin,STR,4,246.59474999999998,986.3789999999999,HARD,11.0,149.153,137.91933333333333,111.27125,1.6533006376003163
Monaco,AlphaTauri,TSU,4,312.49125,1249.965,HARD,17.75,113.44866666666667,98.184,95.94875,2.7544726542988602
Monaco,Red Bull Racing,VER,3,409.74299999999994,1229.2289999999998,INTERMEDIATE,16.0,106.90299999999999,99.14833333333333,89.97550000000001,3.8328484701084156
Monaco,Aston Martin,VET,3,406.52233333333334,1219.567,HARD,16.333333333333332,115.21799999999999,96.89800000000001,109.52133333333332,3.5282884040109477
Monaco,Alfa Romeo,ZHO,2,599.9385,1199.877,HARD,24.0,113.108,106.29650000000001,102.4975,5.304120840258867
Spain,Williams,ALB,4,23.1885,92.754,MEDIUM,13.5,94.83575,90.8945,109.06175,0.24451222244775836
Spain,Alpine,ALO,3,23.242333333333335,69.727,SOFT,17.666666666666668,93.41699999999999,89.27633333333334,106.98633333333333,0.24880196680832545
Spain,Alfa Romeo,BOT,2,22.749000000000002,45.498000000000005,MEDIUM,18.5,92.7255,89.2945,107.06,0.245337043208179
Spain,AlphaTauri,GAS,3,23.908666666666665,71.726,SOFT,16.333333333333332,94.39633333333335,90.78366666666666,108.43900000000001,0.25327961184933023
Spain,Mercedes,HAM,3,25.118,75.354,MEDIUM,16.666666666666668,100.18299999999999,89.071,108.11033333333334,0.2507211802401605
Spain,Williams,LAT,3,22.776333333333337,68.32900000000001,SOFT,16.666666666666668,94.38100000000001,91.11166666666666,108.668,0.24132328893880478
Spain,Ferrari,LEC,1,21.739,21.739,MEDIUM,13.5,101.168,88.089,105.687,0.2148801992724972
Spain,Haas F1 Team,MAG,2,26.729,53.458,MEDIUM,15.5,117.482,91.137,112.045,0.22751570453346043
Spain,Haas F1 Team,MSC,2,23.3355,46.671,SOFT,17.5,94.58,90.70150000000001,107.987,0.24672763797843095
Spain,McLaren,NOR,3,22.448999999999998,67.347,SOFT,18.0,92.24399999999999,89.27566666666667,107.06700000000001,0.2433654221412775
Spain,Alpine,OCO,3,22.349666666666668,67.049,SOFT,18.333333333333332,93.02499999999999,89.246,105.84066666666666,0.24025441189644364
Spain,Red Bull Racing,PER,3,21.762,65.286,MEDIUM,18.666666666666668,91.90499999999999,88.43833333333333,105.22266666666667,0.2367879875958871
Spain,McLaren,RIC,3,22.214,66.642,SOFT,18.0,94.098,90.33633333333334,107.44500000000001,0.23607303024506365
Spain,Mercedes,RUS,3,22.290333333333336,66.87100000000001,MEDIUM,18.0,91.97366666666666,88.46333333333332,104.46133333333334,0.24235560178456883
Spain,Ferrari,SAI,3,22.10366666666667,66.311,MEDIUM,16.0,93.06366666666668,89.11099999999999,105.44933333333334,0.23751123782643424
Spain,Aston Martin,STR,3,23.35166666666667,70.055,SOFT,17.666666666666668,97.78166666666668,90.32366666666667,109.03766666666667,0.23881436533774225
Spain,AlphaTauri,TSU,3,22.729666666666663,68.189,SOFT,18.333333333333332,93.35533333333335,89.71499999999999,107.12966666666667,0.2434747523797961
Spain,Red Bull Racing,VER,3,22.060000000000002,66.18,SOFT,16.666666666666668,91.81866666666667,88.24066666666666,104.157,0.24025615706319703
Spain,Aston Martin,VET,2,22.472,44.944,SOFT,24.0,93.928,90.001,107.44200000000001,0.23924708287198707
Spain,Alfa Romeo,ZHO,1,23.142,23.142,MEDIUM,14.0,103.12049999999999,90.45849999999999,107.447,0.22441706547194787
Canada,Williams,ALB,2,23.677999999999997,47.355999999999995,HARD,24.0,100.477,79.934,103.587,0.2356559212556107
Canada,Alpine,ALO,2,24.444499999999998,48.888999999999996,HARD,24.5,109.75049999999999,79.0295,92.744,0.2227279146792042
Canada,Alfa Romeo,BOT,1,26.007,26.007,HARD,49.0,124.303,79.152,109.499,0.20922262535900182
Canada,AlphaTauri,GAS,2,23.588,47.176,HARD,18.0,95.36,79.6925,82.00800000000001,0.24735738255033557
Canada,Mercedes,HAM,2,23.8535,47.707,HARD,22.0,105.5085,78.2065,91.0135,0.22608131098442305
Canada,Williams,LAT,2,27.027500000000003,54.05500000000001,HARD,18.5,111.5065,82.6645,90.3415,0.24238497307331863
Canada,Ferrari,LEC,1,26.284,26.284,HARD,41.0,97.332,78.651,80.636,0.27004479513417995
Canada,Haas F1 Team,MAG,1,38.257,38.257,MEDIUM,7.0,109.469,79.808,91.282,0.34947793439238506
Canada,McLaren,NOR,2,33.5355,67.071,HARD,21.0,109.3875,80.1185,83.974,0.30657524854302365
Canada,Alpine,OCO,2,24.81,49.62,HARD,24.5,107.5015,79.05099999999999,103.614,0.23078747738403652
Canada,McLaren,RIC,2,26.4045,52.809,HARD,24.5,113.514,81.851,101.8605,0.23261007452825203
Canada,Mercedes,RUS,2,24.000999999999998,48.001999999999995,HARD,22.5,94.1385,77.791,91.7815,0.25495413672408207
Canada,Ferrari,SAI,2,24.5375,49.075,HARD,24.5,107.7555,77.6365,98.551,0.22771459461466007
Canada,Aston Martin,STR,1,25.267,25.267,HARD,47.0,96.353,78.911,92.19,0.2622336616400112
Canada,AlphaTauri,TSU,1,23.27,23.27,HARD,23.5,108.958,79.50200000000001,96.651,0.21356853099359385
Canada,Red Bull Racing,VER,2,23.9675,47.935,HARD,21.5,103.16,77.974,92.138,0.2323332687088019
Canada,Aston Martin,VET,2,23.541,47.082,HARD,10.0,100.49000000000001,79.252,85.44200000000001,0.23426211563339633
Canada,Alfa Romeo,ZHO,2,24.0915,48.183,HARD,24.5,112.3325,79.47550000000001,103.33600000000001,0.2144659826853315
Austria,Williams,ALB,2,22.197000000000003,44.394000000000005,HARD,19.5,75.311,72.12450000000001,88.62299999999999,0.2947378205043088
Austria,Alpine,ALO,3,-15.782000000000002,-47.346000000000004,MEDIUM,29.333333333333332,89.78133333333334,74.35533333333333,96.46866666666666,-0.1757826422715932
Austria,Alfa Romeo,BOT,2,23.392,46.784,HARD,17.0,75.543,72.0495,89.845,0.3096514567862012
Austria,AlphaTauri,GAS,2,25.129,50.258,HARD,19.5,76.1455,72.7895,92.811,0.33001293576114155
Austria,Mercedes,HAM,2,22.646500000000003,45.293000000000006,MEDIUM,25.5,74.054,70.983,90.161,0.3058106246792881
Austria,Williams,LAT,2,21.4815,42.963,HARD,23.0,77.05166666666666,72.45,88.4525,0.27879345028227814
Austria,Ferrari,LEC,3,21.487333333333336,64.462,HARD,27.0,77.95433333333334,70.25666666666667,93.45766666666667,0.2756400114597008
Austria,Haas F1 Team,MAG,2,22.049500000000002,44.099000000000004,HARD,20.5,76.0085,72.3005,88.6125,0.2900925554378787
Austria,Haas F1 Team,MSC,2,22.536499999999997,45.07299999999999,HARD,21.5,75.114,71.804,89.7495,0.300030620124078
Austria,McLaren,NOR,2,25.016,50.032,HARD,21.5,75.02199999999999,71.9855,91.5875,0.33344885500253263
Austria,Alpine,OCO,2,21.927,43.854,HARD,22.0,75.159,71.7175,88.832,0.29174150800303356
Austria,Red Bull Racing,PER,1,23.674,23.674,HARD,11.0,95.7385,74.844,91.169,0.24727774092972002
Austria,McLaren,RIC,2,21.610500000000002,43.221000000000004,HARD,21.5,75.41149999999999,71.886,88.1155,0.2865676985605644
Austria,Mercedes,RUS,2,29.9645,59.929,HARD,21.5,74.99549999999999,71.7355,96.541,0.399550639705049
Austria,Ferrari,SAI,2,21.377499999999998,42.754999999999995,HARD,25.0,74.23750000000001,70.50999999999999,86.7855,0.28796093618454277
Austria,Aston Martin,STR,2,21.6905,43.381,MEDIUM,26.0,75.76050000000001,72.56299999999999,89.333,0.2863035486830208
Austria,AlphaTauri,TSU,2,21.5545,43.109,HARD,23.0,76.051,71.9345,89.1955,0.28342165126033847
Austria,Red Bull Racing,VER,3,21.59766666666667,64.793,MEDIUM,19.333333333333332,77.78833333333334,70.976,93.644,0.27764660510359307
Austria,Aston Martin,VET,2,21.4755,42.951,HARD,23.5,75.7885,71.7995,88.237,0.28336093206753005
Austria,Alfa Romeo,ZHO,2,25.733,51.466,HARD,23.0,77.00450000000001,72.144,93.077,0.334175275470914
Britain,Alpine,ALO,3,1037.746,3113.2380000000003,MEDIUM,13.0,119.96633333333334,93.285,129.02249999999998,8.650310225924496
Britain,Alfa Romeo,BOT,1,3055.836,3055.836,MEDIUM,10.0,132.68599999999998,95.103,,23.03058348280904
Britain,AlphaTauri,GAS,2,1539.262,3078.524,HARD,9.0,119.70800000000001,95.3945,118.199,12.858472282554214
Britain,Mercedes,HAM,3,1035.2496666666666,3105.749,MEDIUM,13.0,112.11900000000001,91.6905,116.216,9.233490012100237
Britain,Williams,LAT,3,1036.3686666666667,3109.106,SOFT,13.0,125.90066666666667,97.5795,129.537,8.231637640256075
Britain,Ferrari,LEC,2,1532.6409999999998,3065.2819999999997,MEDIUM,12.5,120.136,93.055,114.148,12.75754977691949
Britain,Haas F1 Team,MAG,2,1546.4850000000001,3092.9700000000003,MEDIUM,12.0,132.78449999999998,94.946,115.203,11.646577725562851
Britain,Haas F1 Team,MSC,3,1041.693,3125.079,MEDIUM,13.666666666666666,132.69933333333333,94.6035,130.936,7.850024365859663
Britain,McLaren,NOR,3,1033.6209999999999,3100.863,MEDIUM,13.666666666666666,124.13733333333334,106.2445,114.367,8.326431479114527
Britain,Alpine,OCO,2,1490.5525,2981.105,MEDIUM,11.0,188.4315,95.036,117.971,7.9103148889649555
Britain,Red Bull Racing,PER,3,1033.4456666666667,3100.337,MEDIUM,13.333333333333334,119.24333333333334,94.119,132.43200000000002,8.666695552511671
Britain,McLaren,RIC,4,788.386,3153.544,MEDIUM,9.75,116.119,94.18866666666668,117.3375,6.789465978866508
Britain,Ferrari,SAI,3,1029.5883333333334,3088.765,MEDIUM,13.0,111.71266666666668,92.523,113.892,9.216397424344597
Britain,Aston Martin,STR,3,1042.486,3127.458,MEDIUM,15.0,132.369,110.973,120.6745,7.875605315443949
Britain,AlphaTauri,TSU,3,1025.363,3076.0890000000004,HARD,13.0,140.52533333333335,95.375,134.0105,7.296641649429758
Britain,Red Bull Racing,VER,4,781.1899999999999,3124.7599999999998,MEDIUM,9.75,113.66499999999999,93.995,126.271,6.872740069502485
Britain,Aston Martin,VET,3,1041.8666666666668,3125.6000000000004,SOFT,13.666666666666666,130.684,94.762,129.834,7.97241182292145
Hungary,Williams,ALB,3,25.768,77.304,MEDIUM,13.333333333333334,95.818,92.488,107.78500000000001,0.26892650650190986
Hungary,Alpine,ALO,1,22.069,22.069,MEDIUM,21.0,87.782,86.214,105.068,0.25140689435191726
Hungary,Alfa Romeo,BOT,1,22.281,22.281,MEDIUM,26.0,88.113,86.023,104.955,0.25286847570733034
Hungary,AlphaTauri,GAS,2,21.564,43.128,MEDIUM,23.0,88.4845,86.1375,104.2825,0.2437036995179947
Hungary,Mercedes,HAM,2,21.860999999999997,43.721999999999994,MEDIUM,25.5,87.0915,84.98349999999999,102.949,0.25101186682971355
Hungary,Williams,LAT,3,24.364333333333335,73.093,MEDIUM,18.666666666666668,88.678,86.157,108.339,0.27475059578850825
Hungary,Ferrari,LEC,3,21.767666666666667,65.303,MEDIUM,18.0,86.79433333333333,84.07366666666667,103.50566666666667,0.2507959428994981
Hungary,Haas F1 Team,MAG,3,25.32133333333333,75.964,MEDIUM,22.333333333333332,97.47566666666667,86.33333333333333,107.668,0.2597708145964634
Hungary,Haas F1 Team,MSC,2,22.7685,45.537,HARD,20.5,89.6845,86.051,105.29849999999999,0.2538733002915777
Hungary,McLaren,NOR,2,22.7535,45.507,MEDIUM,22.5,89.0745,86.30000000000001,104.482,0.2554434770894027
